id_interacao,id_cliente,data_interacao,canal,direcao,resultado,texto
INT001833,PJ0621,2026-05-11,telefone,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT001834,PJ0622,2026-01-21,whatsapp,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001835,PJ0623,2026-04-18,whatsapp,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001836,PJ0624,2026-02-10,whatsapp,receptiva,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001838,PJ0625,2026-03-29,telefone,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001837,PJ0625,2026-04-08,telefone,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001841,PJ0626,2026-05-09,whatsapp,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001840,PJ0626,2026-05-20,email,ativa,contestacao,Representante contestou o valor e solicitou validação do contrato antes de negociar.
INT001839,PJ0626,2026-05-21,portal,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001843,PJ0627,2026-04-25,portal,receptiva,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001845,PJ0627,2026-05-02,whatsapp,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001846,PJ0627,2026-05-13,portal,receptiva,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001842,PJ0627,2026-05-28,whatsapp,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001844,PJ0627,2026-06-07,email,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001847,PJ0628,2026-02-21,whatsapp,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001848,PJ0628,2026-03-05,email,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001850,PJ0629,2026-02-14,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001849,PJ0629,2026-03-21,portal,receptiva,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001851,PJ0630,2026-03-10,portal,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT001852,PJ0631,2026-02-27,telefone,receptiva,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001853,PJ0631,2026-03-29,email,receptiva,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001855,PJ0632,2026-02-09,telefone,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001854,PJ0632,2026-02-15,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001857,PJ0633,2026-04-10,email,receptiva,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001858,PJ0633,2026-04-18,whatsapp,receptiva,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001856,PJ0633,2026-05-25,telefone,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT001861,PJ0634,2026-04-08,portal,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT001860,PJ0634,2026-04-27,telefone,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001859,PJ0634,2026-05-07,email,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001862,PJ0635,2025-11-18,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001864,PJ0635,2025-12-27,email,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001865,PJ0635,2025-12-31,email,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001863,PJ0635,2026-01-14,whatsapp,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001869,PJ0636,2026-03-07,whatsapp,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001868,PJ0636,2026-03-09,telefone,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001867,PJ0636,2026-03-10,whatsapp,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001866,PJ0636,2026-03-11,telefone,receptiva,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001871,PJ0637,2026-04-24,whatsapp,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001872,PJ0637,2026-04-26,telefone,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001870,PJ0637,2026-06-20,portal,receptiva,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001873,PJ0637,2026-06-20,email,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT001874,PJ0637,2026-06-28,email,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001875,PJ0638,2026-04-06,whatsapp,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001876,PJ0639,2026-03-27,whatsapp,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001877,PJ0639,2026-04-10,telefone,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001879,PJ0639,2026-04-15,whatsapp,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001878,PJ0639,2026-05-27,whatsapp,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT001882,PJ0640,2026-01-12,whatsapp,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001880,PJ0640,2026-02-07,email,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001881,PJ0640,2026-03-18,whatsapp,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001883,PJ0640,2026-03-19,telefone,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT001884,PJ0641,2026-02-15,email,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001885,PJ0641,2026-02-17,email,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT001886,PJ0642,2025-12-06,email,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001889,PJ0643,2026-04-16,email,receptiva,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001888,PJ0643,2026-06-20,whatsapp,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001890,PJ0643,2026-06-20,email,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001887,PJ0643,2026-06-27,portal,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001894,PJ0644,2026-01-13,email,receptiva,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001892,PJ0644,2026-01-28,telefone,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001891,PJ0644,2026-03-18,portal,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT001893,PJ0644,2026-03-24,telefone,receptiva,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001895,PJ0645,2026-03-09,email,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001896,PJ0645,2026-04-05,whatsapp,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT001898,PJ0646,2025-12-18,email,receptiva,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001897,PJ0646,2026-01-16,email,receptiva,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001899,PJ0647,2026-04-23,telefone,receptiva,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001901,PJ0648,2026-05-15,email,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001900,PJ0648,2026-06-17,portal,ativa,contestacao,Cliente informou divergência no saldo; negociação interrompida para análise.
INT001902,PJ0649,2026-04-08,telefone,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001903,PJ0650,2026-03-30,email,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001904,PJ0650,2026-05-21,portal,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001908,PJ0651,2026-06-03,whatsapp,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT001905,PJ0651,2026-06-10,telefone,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001909,PJ0651,2026-06-10,portal,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001906,PJ0651,2026-06-26,email,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT001907,PJ0651,2026-06-27,email,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001914,PJ0652,2025-12-02,telefone,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001911,PJ0652,2025-12-28,whatsapp,receptiva,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001910,PJ0652,2026-01-08,email,ativa,contestacao,Representante contestou o valor e solicitou validação do contrato antes de negociar.
INT001913,PJ0652,2026-01-17,telefone,receptiva,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001912,PJ0652,2026-01-21,portal,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001916,PJ0653,2026-04-10,whatsapp,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001915,PJ0653,2026-04-29,telefone,receptiva,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001920,PJ0654,2026-02-12,telefone,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001917,PJ0654,2026-03-09,email,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001918,PJ0654,2026-03-10,whatsapp,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001919,PJ0654,2026-03-17,whatsapp,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001921,PJ0654,2026-03-21,email,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001922,PJ0655,2026-02-16,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001923,PJ0655,2026-04-13,whatsapp,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001928,PJ0656,2026-01-12,email,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001925,PJ0656,2026-01-16,email,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001924,PJ0656,2026-02-21,whatsapp,receptiva,contestacao,Representante contestou o valor e solicitou validação do contrato antes de negociar.
INT001926,PJ0656,2026-03-14,telefone,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001927,PJ0656,2026-03-23,whatsapp,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT001929,PJ0657,2026-01-28,email,receptiva,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001931,PJ0657,2026-02-03,portal,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001932,PJ0657,2026-02-11,email,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001933,PJ0657,2026-02-18,whatsapp,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001930,PJ0657,2026-03-23,telefone,ativa,contestacao,Representante contestou o valor e solicitou validação do contrato antes de negociar.
INT001937,PJ0658,2026-05-15,whatsapp,receptiva,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001934,PJ0658,2026-05-22,email,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001935,PJ0658,2026-06-01,email,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001936,PJ0658,2026-06-24,email,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT001938,PJ0658,2026-06-26,email,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001939,PJ0659,2026-02-15,email,receptiva,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001943,PJ0660,2026-04-25,email,receptiva,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001940,PJ0660,2026-05-04,telefone,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001942,PJ0660,2026-05-06,email,receptiva,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT001941,PJ0660,2026-05-23,whatsapp,ativa,contestacao,Cliente informou divergência no saldo; negociação interrompida para análise.
INT001945,PJ0661,2025-12-20,email,receptiva,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001944,PJ0661,2026-02-19,whatsapp,ativa,contestacao,Cliente informou divergência no saldo; negociação interrompida para análise.
INT001946,PJ0662,2026-01-25,portal,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001948,PJ0663,2026-05-10,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001949,PJ0663,2026-05-12,whatsapp,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT001950,PJ0663,2026-05-14,telefone,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001947,PJ0663,2026-05-19,whatsapp,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001953,PJ0664,2025-12-04,whatsapp,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001951,PJ0664,2025-12-25,whatsapp,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001952,PJ0664,2026-01-06,telefone,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001954,PJ0665,2025-11-18,whatsapp,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001955,PJ0665,2025-12-12,whatsapp,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001956,PJ0665,2025-12-28,whatsapp,receptiva,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT001957,PJ0665,2026-01-08,telefone,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001958,PJ0666,2026-02-19,email,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT001961,PJ0666,2026-02-23,portal,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001960,PJ0666,2026-03-18,email,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001962,PJ0666,2026-03-28,email,receptiva,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001959,PJ0666,2026-04-22,telefone,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001963,PJ0667,2026-06-13,email,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001966,PJ0668,2025-12-17,telefone,receptiva,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001964,PJ0668,2026-01-21,email,receptiva,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001965,PJ0668,2026-02-22,telefone,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001967,PJ0669,2025-12-16,portal,receptiva,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001969,PJ0669,2026-01-04,email,receptiva,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001970,PJ0669,2026-01-18,whatsapp,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001968,PJ0669,2026-02-03,portal,receptiva,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001971,PJ0669,2026-02-27,whatsapp,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT001973,PJ0670,2026-04-08,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001972,PJ0670,2026-05-10,whatsapp,receptiva,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001976,PJ0671,2026-04-03,whatsapp,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001974,PJ0671,2026-04-16,email,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT001975,PJ0671,2026-04-18,whatsapp,receptiva,contestacao,Representante contestou o valor e solicitou validação do contrato antes de negociar.
INT001977,PJ0672,2026-01-07,whatsapp,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001978,PJ0673,2026-04-07,email,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001983,PJ0674,2026-01-14,telefone,receptiva,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001982,PJ0674,2026-02-01,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001980,PJ0674,2026-02-21,email,ativa,recuperacao_judicial,Representante informou processo de recuperação judicial; caso requer equipe especializada.
INT001981,PJ0674,2026-03-06,portal,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001979,PJ0674,2026-03-23,email,ativa,contestacao,Representante contestou o valor e solicitou validação do contrato antes de negociar.
INT001984,PJ0675,2026-03-03,telefone,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT001985,PJ0675,2026-03-03,whatsapp,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001986,PJ0675,2026-04-03,whatsapp,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001987,PJ0675,2026-04-08,whatsapp,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT001988,PJ0675,2026-04-18,whatsapp,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001992,PJ0676,2026-01-23,telefone,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001993,PJ0676,2026-02-11,telefone,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001991,PJ0676,2026-03-02,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001990,PJ0676,2026-03-22,telefone,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT001989,PJ0676,2026-03-25,email,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001997,PJ0677,2026-01-12,whatsapp,receptiva,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT001996,PJ0677,2026-01-15,whatsapp,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT001995,PJ0677,2026-02-24,whatsapp,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001994,PJ0677,2026-03-23,telefone,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT002002,PJ0678,2026-01-04,email,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT002000,PJ0678,2026-01-08,email,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT002001,PJ0678,2026-01-08,whatsapp,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT001999,PJ0678,2026-01-16,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001998,PJ0678,2026-02-02,telefone,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT002003,PJ0679,2026-02-03,portal,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT002004,PJ0679,2026-02-05,telefone,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT002005,PJ0680,2026-03-15,telefone,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT002006,PJ0680,2026-05-21,portal,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT002008,PJ0681,2025-12-20,whatsapp,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT002010,PJ0681,2025-12-30,portal,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT002009,PJ0681,2026-01-21,portal,receptiva,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT002007,PJ0681,2026-02-04,whatsapp,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT002014,PJ0682,2025-11-23,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT002011,PJ0682,2025-12-19,whatsapp,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT002012,PJ0682,2026-01-09,telefone,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT002013,PJ0682,2026-01-15,telefone,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT002019,PJ0683,2026-01-31,telefone,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT002016,PJ0683,2026-02-01,whatsapp,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT002018,PJ0683,2026-03-01,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT002015,PJ0683,2026-03-15,email,receptiva,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT002017,PJ0683,2026-03-22,portal,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT002021,PJ0684,2026-02-17,telefone,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT002023,PJ0684,2026-03-22,telefone,receptiva,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT002022,PJ0684,2026-04-05,email,receptiva,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT002020,PJ0684,2026-04-15,telefone,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT002025,PJ0685,2025-12-26,email,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT002024,PJ0685,2026-01-25,email,receptiva,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT002026,PJ0685,2026-02-19,portal,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT002030,PJ0686,2026-02-02,telefone,receptiva,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT002031,PJ0686,2026-02-11,telefone,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT002027,PJ0686,2026-03-01,telefone,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT002028,PJ0686,2026-03-12,email,receptiva,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT002029,PJ0686,2026-03-12,email,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT002033,PJ0687,2026-05-18,whatsapp,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT002032,PJ0687,2026-06-02,whatsapp,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT002037,PJ0688,2026-02-20,email,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT002036,PJ0688,2026-03-02,whatsapp,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT002034,PJ0688,2026-03-14,telefone,receptiva,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT002035,PJ0688,2026-04-22,telefone,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT002039,PJ0689,2026-02-04,telefone,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT002038,PJ0689,2026-03-17,telefone,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT002041,PJ0690,2026-04-16,whatsapp,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT002040,PJ0690,2026-04-18,whatsapp,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT002042,PJ0690,2026-04-26,telefone,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT002043,PJ0690,2026-05-06,email,receptiva,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT002045,PJ0691,2026-02-15,telefone,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT002044,PJ0691,2026-03-10,whatsapp,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT002047,PJ0691,2026-03-28,portal,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
