id_cliente,data_referencia,setor,porte,uf,tempo_relacionamento_meses,faturamento_mensal_estimado,saldo_devedor,dias_atraso,qtd_contratos_ativos,qtd_parcelas_vencidas,limite_credito,utilizacao_limite_pct,qtd_contatos_ult_30d,promessa_pagamento_ult_30d,renegociacoes_ult_12m,canal_preferencial,risco_setorial,score_regularizacao_legado,score_cobranca_atualizado_30d,regularizou_30d
PJ0574,2026-06-30,Agronegócio,Grande,RJ,57,,194408.1,38,1,2,400080.28,0.541,5,1,0,email,baixo,595,392,0
PJ0575,2026-04-30,Serviços,ME,SP,200,69926.88,40748.96,27,2,1,126631.56,0.4665,1,0,0,email,medio,648,831,1
PJ0576,2026-02-28,Construção,ME,SC,6,17631.09,4929.28,35,1,2,13097.7,0.4996,6,1,4,email,medio,518,302,0
PJ0577,2026-05-28,Serviços,Média,SC,96,148246.74,96002.73,30,1,1,161481.73,0.5927,5,1,0,email,baixo,837,913,1
PJ0578,2026-02-28,Serviços,Grande,PE,234,384960.9,217911.19,45,1,1,661295.16,0.4638,8,1,0,portal,baixo,492,34,0
PJ0579,2026-03-28,Serviços,EPP,MG,142,160029.03,119369.18,44,1,2,229649.9,0.5252,4,1,0,whatsapp,medio,672,880,1
PJ0580,2026-02-28,Tecnologia,Média,SP,194,515347.76,165717.74,16,3,1,501387.06,0.4563,3,0,0,whatsapp,medio,415,792,1
PJ0581,2026-02-28,Indústria,EPP,SP,138,62247.32,36607.44,92,1,3,58410.28,0.6654,8,1,1,email,medio,383,233,0
PJ0582,2026-05-28,Comércio,EPP,RJ,135,204358.16,19777.94,48,2,2,124753.66,0.2056,7,0,1,email,alto,148,280,0
PJ0583,2026-06-30,Indústria,Grande,SP,213,1094510.68,550638.84,48,1,2,1299314.92,0.4894,1,0,3,email,medio,188,216,0
PJ0584,2026-04-30,Comércio,EPP,SP,52,98808.75,58157.24,120,1,3,96319.8,0.7613,7,1,0,whatsapp,baixo,273,74,0
PJ0585,2026-02-28,Agronegócio,ME,SP,63,121727.77,46636.31,16,6,1,101719.66,0.5403,1,1,3,whatsapp,baixo,566,879,1
PJ0586,2026-01-28,Indústria,EPP,SP,76,171506.47,113247.66,73,1,4,321709.45,0.2822,8,1,1,whatsapp,medio,834,266,0
PJ0587,2026-01-28,Serviços,ME,RJ,112,22940.91,5683.44,6,3,1,13528.19,0.5474,5,0,2,,baixo,819,155,0
PJ0588,2026-04-30,Agronegócio,Média,GO,119,65228.9,41321.85,32,1,2,88426.04,0.5801,1,1,0,portal,medio,855,894,1
PJ0589,2026-01-28,Comércio,ME,SP,58,27738.44,14120.88,80,2,2,18203.39,0.9198,1,0,1,telefone,baixo,101,291,0
PJ0590,2026-04-30,Indústria,Média,RS,81,370239.18,161939.62,11,2,1,254401.16,0.6724,7,0,4,telefone,medio,476,147,0
PJ0591,2026-01-28,Serviços,Média,RJ,183,436069.28,214998.49,83,2,4,289183.01,0.8374,7,0,0,telefone,,110,295,0
PJ0592,2026-05-28,Comércio,Média,SP,210,413191.15,152203.01,78,1,3,372662.95,0.4238,2,0,0,email,baixo,150,206,0
PJ0593,2026-05-28,Agronegócio,Média,SC,32,453208.01,228349.21,44,2,3,423981.91,0.671,4,0,2,whatsapp,baixo,178,763,1
PJ0594,2026-06-30,Comércio,Média,RS,16,545623.78,371024.67,15,2,1,755671.83,0.4421,1,0,3,telefone,medio,632,274,0
PJ0595,2026-04-30,Tecnologia,ME,SP,114,7059.06,2762.75,128,2,5,8256.26,0.2822,0,0,0,email,alto,43,350,0
PJ0596,2026-03-28,Indústria,EPP,PE,30,349579.43,116924.65,39,3,1,289929.09,0.4305,1,1,0,whatsapp,baixo,800,773,1
PJ0597,2026-06-30,Comércio,Média,SP,233,142742.2,41866.77,37,3,2,100779.14,0.4211,3,0,1,email,medio,212,399,0
PJ0598,2026-06-30,Tecnologia,EPP,MG,37,54981.13,23655.82,127,5,5,37645.34,0.7352,2,0,3,whatsapp,medio,13,98,0
PJ0599,2026-06-30,Construção,Média,RJ,236,905350.89,649297.2,14,6,1,1924273.38,0.4634,7,0,1,portal,baixo,548,412,0
PJ0600,2026-03-28,Serviços,ME,SC,210,9889.21,6576.03,71,4,4,18882.67,0.5117,5,0,1,whatsapp,alto,323,94,0
PJ0601,2026-03-28,Comércio,ME,SP,239,20997.45,2322.18,64,2,2,7394.43,0.2673,3,0,1,whatsapp,alto,247,778,1
PJ0602,2026-02-28,Serviços,Média,PE,201,211197.76,74173.26,11,1,1,137882.97,0.6315,4,0,0,email,baixo,723,865,1
PJ0603,2026-01-28,Serviços,Média,PR,44,382142.08,38433.75,100,2,5,326113.53,0.1095,6,0,0,telefone,medio,148,361,0
PJ0604,2026-02-28,Agronegócio,ME,SP,74,43759.96,32803.83,28,1,1,49608.55,0.6868,2,0,2,telefone,baixo,512,785,1
PJ0605,2026-01-28,Serviços,EPP,SP,47,79627.47,33445.83,111,2,3,85832.4,0.494,0,0,2,email,medio,58,117,0
PJ0606,2026-03-28,Comércio,EPP,SC,178,14238.73,8520.94,48,3,2,26647.27,0.4741,6,1,1,whatsapp,alto,841,386,0
PJ0607,2026-04-30,Tecnologia,EPP,RJ,143,120373.15,50752.55,2,6,2,100536.61,0.5818,5,0,1,email,medio,861,776,1
PJ0608,2026-03-28,Serviços,ME,RS,218,504766.0,202402.48,20,1,2,278873.77,0.797,2,0,0,whatsapp,baixo,877,983,1
PJ0609,2026-02-28,Comércio,ME,MG,91,8009.08,4920.23,36,1,2,11337.67,0.5473,7,1,1,whatsapp,medio,387,174,0
PJ0610,2026-02-28,Serviços,Média,MG,160,95193.44,48332.87,135,2,5,84887.11,0.7038,7,0,1,whatsapp,medio,62,875,1
PJ0611,2026-02-28,Serviços,ME,RJ,140,65871.42,43805.98,131,3,6,135017.13,0.314,2,0,0,email,baixo,79,172,0
PJ0612,2026-06-30,Indústria,EPP,RJ,201,,17132.01,72,4,3,33840.15,0.5472,4,0,0,telefone,alto,307,23,0
PJ0613,2026-04-30,Tecnologia,ME,SP,153,69518.32,15378.91,180,2,6,51576.82,0.2675,3,0,0,email,baixo,90,382,0
PJ0614,2026-06-30,Comércio,EPP,RS,33,126022.01,42012.77,27,2,1,80541.59,0.5895,0,0,1,portal,baixo,523,166,0
PJ0615,2026-06-30,Comércio,ME,SP,96,44289.63,20858.84,18,1,1,46462.35,0.4908,2,1,3,,baixo,739,772,1
PJ0616,2026-04-30,Indústria,Grande,GO,26,516064.74,206848.95,34,6,3,414412.85,0.5782,8,0,1,whatsapp,medio,362,975,1
PJ0617,2026-05-28,Comércio,EPP,GO,24,106348.88,10809.1,31,6,2,27439.16,0.566,0,0,0,email,medio,668,834,1
PJ0618,2026-02-28,Construção,Média,SP,202,268176.71,25411.71,38,2,2,139005.01,0.278,7,0,0,portal,alto,248,180,0
PJ0619,2026-02-28,Comércio,Grande,RJ,18,1353476.66,395477.85,40,3,2,1132637.85,0.3566,2,1,2,whatsapp,alto,805,780,1
PJ0620,2026-06-30,Agronegócio,ME,RJ,185,131756.3,71985.58,173,1,6,213336.8,0.3987,2,0,0,portal,baixo,11,144,0
PJ0621,2026-05-28,Comércio,EPP,SP,56,61087.5,8844.41,39,1,3,19359.17,0.587,7,0,0,telefone,medio,707,829,1
PJ0622,2026-03-28,Indústria,Grande,PR,195,2934100.52,1569690.16,58,2,2,4508336.32,0.4386,3,0,0,email,baixo,173,60,0
PJ0623,2026-06-30,Construção,ME,RJ,4,12471.45,2000.0,69,1,2,6003.0,0.3484,0,0,3,whatsapp,alto,153,235,0
PJ0624,2026-03-28,Agronegócio,ME,SC,84,22035.06,12293.03,72,4,3,27865.09,0.4248,1,0,0,whatsapp,alto,384,781,1
PJ0625,2026-04-30,Indústria,EPP,MG,217,9390.86,6557.59,27,1,1,14105.75,0.4532,0,0,2,telefone,baixo,92,389,0
PJ0626,2026-06-30,Tecnologia,ME,PR,23,24503.2,7708.89,22,2,1,21230.69,0.4962,1,1,1,whatsapp,baixo,625,325,0
PJ0627,2026-06-30,Comércio,Grande,SP,139,149734.97,43756.11,36,6,2,111879.65,0.3702,6,1,0,email,medio,638,925,1
PJ0628,2026-04-30,Tecnologia,EPP,SP,20,73072.09,11430.85,47,3,3,52508.34,0.2827,8,0,2,email,medio,170,935,1
PJ0629,2026-03-28,Indústria,Média,BA,181,208906.14,127650.21,15,1,1,393211.4,0.4835,0,0,0,portal,baixo,928,770,1
PJ0630,2026-04-30,Serviços,Média,SC,32,1435785.52,1028965.27,71,6,3,2599187.31,0.5727,1,0,0,portal,medio,169,252,0
PJ0631,2026-04-30,Serviços,EPP,MG,74,66180.99,29336.61,100,1,5,85065.99,0.449,4,0,1,telefone,medio,142,157,0
PJ0632,2026-03-28,Agronegócio,ME,SP,65,94404.03,51735.02,78,1,2,54501.06,1.014,0,0,0,whatsapp,alto,104,176,0
PJ0633,2026-05-28,Serviços,ME,SP,88,,5589.15,21,2,1,8417.06,0.821,0,0,0,portal,medio,763,923,1
PJ0634,2026-05-28,Indústria,ME,SP,145,88602.13,28409.2,58,1,3,82413.69,0.3893,4,1,1,portal,,628,854,1
PJ0635,2026-01-28,Tecnologia,Média,SP,10,72852.48,49029.24,34,1,2,68750.67,0.6592,2,0,0,whatsapp,medio,390,255,0
PJ0636,2026-03-28,Serviços,ME,RJ,147,,2000.0,86,4,3,8614.62,0.3805,6,0,0,portal,medio,227,25,0
PJ0637,2026-06-30,Construção,Média,RJ,52,273999.14,202586.27,72,3,2,583865.02,0.4933,8,0,1,portal,medio,313,299,0
PJ0638,2026-04-30,Indústria,Média,SP,240,325087.71,81022.68,44,1,3,112021.54,0.7982,4,0,1,,medio,208,359,0
PJ0639,2026-05-28,Agronegócio,EPP,PE,199,72469.47,27383.09,32,1,3,66236.08,0.4971,3,0,3,email,medio,151,855,1
PJ0640,2026-03-28,Agronegócio,Grande,PR,48,391928.79,53735.47,62,3,2,331190.85,0.2375,0,0,0,telefone,medio,194,389,0
PJ0641,2026-03-28,Indústria,Média,SP,115,98439.64,55973.04,23,2,2,119702.03,0.4184,6,1,0,telefone,medio,783,952,1
PJ0642,2026-01-28,Tecnologia,ME,SP,81,28379.24,9701.06,25,1,1,21430.83,0.5253,3,1,3,telefone,medio,780,24,0
PJ0643,2026-06-30,Indústria,Grande,MG,58,805581.55,174439.93,37,3,1,676926.86,0.3533,8,0,0,telefone,baixo,410,770,1
PJ0644,2026-03-28,Serviços,ME,RJ,98,7118.12,4320.21,101,4,5,6532.55,0.6756,8,1,0,telefone,medio,166,768,1
PJ0645,2026-04-30,Comércio,Média,SP,33,305233.71,187152.91,34,4,1,428904.72,0.5597,6,1,0,portal,medio,883,888,1
PJ0646,2026-01-28,Comércio,EPP,RS,143,13283.39,9332.53,53,1,1,15476.6,0.7363,1,0,2,portal,baixo,328,861,1
PJ0647,2026-06-30,Tecnologia,ME,SP,71,22086.45,7995.45,30,1,1,23592.66,0.339,4,1,1,whatsapp,medio,799,124,0
PJ0648,2026-06-30,Serviços,EPP,PR,99,64872.89,19456.58,51,2,3,32309.31,0.6891,2,0,3,portal,baixo,273,797,1
PJ0649,2026-04-30,Tecnologia,EPP,BA,106,19176.87,2000.0,28,3,1,4842.8,0.5637,6,0,0,email,medio,458,966,1
PJ0650,2026-05-28,Tecnologia,EPP,SP,224,74559.2,53861.18,63,2,3,56661.08,1.0789,7,1,0,telefone,medio,622,300,0
PJ0651,2026-06-30,Comércio,Média,RJ,90,143264.08,56545.07,24,2,2,135700.16,0.4624,7,1,1,email,baixo,890,895,1
PJ0652,2026-01-28,Serviços,Média,PR,190,242412.88,118027.04,36,6,1,317981.65,0.4739,1,1,0,whatsapp,baixo,461,158,0
PJ0653,2026-04-30,Serviços,ME,SP,146,20975.08,6925.69,70,6,3,17326.52,0.3942,5,0,1,telefone,baixo,147,383,0
PJ0654,2026-03-28,Indústria,ME,SP,172,64157.75,43291.9,33,2,1,115514.71,0.5081,3,0,2,whatsapp,alto,298,67,0
PJ0655,2026-04-30,Agronegócio,ME,RJ,78,40855.16,4209.85,36,6,1,13137.64,0.3321,7,0,1,whatsapp,medio,694,868,1
PJ0656,2026-03-28,Serviços,EPP,SP,39,80018.42,16112.61,43,1,3,52437.13,0.3268,8,0,3,telefone,,91,109,0
PJ0657,2026-03-28,Tecnologia,ME,MG,198,44283.71,32431.86,38,1,2,99274.37,0.2517,2,0,0,email,baixo,699,994,1
PJ0658,2026-06-30,Serviços,ME,SP,44,61809.04,13581.09,54,4,2,45676.51,0.4647,8,0,0,whatsapp,medio,350,181,0
PJ0659,2026-02-28,Agronegócio,EPP,SP,178,153920.57,76293.3,2,1,1,239869.65,0.3409,8,1,4,portal,alto,546,58,0
PJ0660,2026-05-28,Tecnologia,ME,RJ,183,69003.17,5562.76,20,4,1,36514.92,0.1594,0,0,1,whatsapp,medio,264,962,1
PJ0661,2026-02-28,Comércio,Média,RS,132,,521909.61,33,3,2,1556311.97,0.3162,8,0,3,whatsapp,baixo,32,201,0
PJ0662,2026-01-28,Tecnologia,Média,GO,195,133577.42,49425.59,31,2,2,156185.27,0.3494,7,1,1,portal,medio,658,788,1
PJ0663,2026-06-30,Indústria,EPP,MG,195,156967.36,48089.55,50,3,1,122679.83,0.5121,2,0,1,email,medio,468,396,0
PJ0664,2026-01-28,Serviços,ME,SP,217,68865.27,48070.36,71,6,3,61686.54,0.9265,5,0,3,whatsapp,baixo,128,219,0
PJ0665,2026-01-28,Serviços,EPP,SP,143,86039.99,21204.45,66,1,3,41757.02,0.5724,6,1,0,whatsapp,alto,721,934,1
PJ0666,2026-04-30,Serviços,EPP,SP,25,71749.12,34860.84,42,3,2,65718.63,0.6923,8,0,0,telefone,medio,636,266,0
PJ0667,2026-06-30,Serviços,ME,GO,35,74026.9,50048.22,38,2,2,107879.84,0.5616,7,0,2,email,alto,358,258,0
PJ0668,2026-02-28,Serviços,ME,SP,76,,7301.41,109,2,4,10123.83,0.7881,1,0,0,whatsapp,,166,227,0
PJ0669,2026-02-28,Indústria,EPP,RS,199,45154.9,19450.57,30,3,1,54468.27,0.4754,0,0,0,whatsapp,alto,773,375,0
PJ0670,2026-05-28,Serviços,Média,SP,120,66808.39,29471.4,83,1,3,62741.54,0.5898,2,1,3,whatsapp,medio,167,47,0
PJ0671,2026-04-30,Serviços,EPP,RS,106,236102.13,54167.01,2,1,1,201775.49,0.3034,4,0,2,telefone,medio,507,859,1
PJ0672,2026-01-28,Tecnologia,ME,SP,96,,8498.13,60,5,2,13498.84,0.6668,4,0,1,email,medio,534,924,1
PJ0673,2026-05-28,Indústria,Grande,SP,12,1254596.3,775308.73,42,1,2,1648175.24,0.556,4,0,2,whatsapp,medio,309,193,0
PJ0674,2026-03-28,Indústria,ME,MG,19,42945.8,15681.86,94,2,3,33022.96,0.5461,2,0,0,telefone,alto,42,83,0
PJ0675,2026-04-30,Serviços,Média,SP,170,144906.5,100276.94,13,1,2,135139.39,0.705,6,0,0,portal,medio,765,192,0
PJ0676,2026-03-28,Serviços,Média,PE,191,509328.8,303128.1,7,2,1,458054.12,0.7321,8,1,0,telefone,alto,912,824,1
PJ0677,2026-03-28,Serviços,Média,SP,31,660715.81,467915.67,48,2,2,731876.36,0.6514,5,0,0,whatsapp,medio,155,768,1
PJ0678,2026-02-28,Comércio,ME,MG,109,28650.91,7659.39,40,2,3,19926.3,0.3527,5,1,0,portal,medio,960,948,1
PJ0679,2026-03-28,Comércio,ME,SP,47,30145.77,5977.4,40,2,1,16066.12,0.4268,2,0,0,email,alto,429,351,0
PJ0680,2026-05-28,Serviços,ME,SP,192,33563.56,12964.02,49,3,3,21499.88,0.7811,8,0,1,portal,baixo,564,284,0
PJ0681,2026-02-28,Comércio,Média,SC,48,44948.2,30975.05,30,3,1,78662.34,0.5073,6,0,3,portal,medio,287,899,1
PJ0682,2026-01-28,Indústria,EPP,RJ,38,101726.33,52920.85,47,1,3,113283.71,0.4516,3,0,1,whatsapp,medio,368,333,0
PJ0683,2026-03-28,Indústria,EPP,PR,65,278921.4,73602.74,18,3,1,241596.04,0.3863,6,0,0,portal,medio,388,231,0
PJ0684,2026-04-30,Tecnologia,Grande,RS,207,853219.55,529692.6,88,2,3,983589.61,0.4613,2,0,0,email,baixo,156,79,0
PJ0685,2026-02-28,Serviços,Grande,MG,154,793917.1,589894.31,21,1,1,1204789.3,0.5208,2,1,0,whatsapp,alto,817,882,1
PJ0686,2026-03-28,Indústria,ME,SP,114,29202.51,14341.73,23,1,1,44911.65,0.3249,6,0,3,email,medio,348,879,1
PJ0687,2026-06-30,Serviços,Média,SP,24,,96333.72,14,2,1,191929.46,0.6775,8,0,2,telefone,medio,492,140,0
PJ0688,2026-04-30,Indústria,ME,GO,207,15162.38,10098.74,68,1,3,13788.17,0.6527,2,0,4,portal,medio,261,911,1
PJ0689,2026-03-28,Tecnologia,ME,SC,161,19451.26,7627.03,129,2,5,10858.45,0.7178,6,0,1,whatsapp,baixo,157,180,0
PJ0690,2026-06-30,Agronegócio,Grande,RJ,193,553403.97,389308.73,28,3,1,511993.19,0.9092,5,0,0,portal,medio,791,975,1
PJ0691,2026-04-30,Comércio,EPP,PR,201,,26673.96,47,2,3,55841.79,0.6278,4,0,0,email,medio,292,968,1
PJ0692,2026-03-28,Serviços,Média,SP,135,283754.5,62158.2,115,1,5,155163.97,0.3859,3,0,2,email,alto,19,174,0
PJ0693,2026-02-28,Tecnologia,EPP,SP,5,127119.82,12944.71,17,3,2,36000.41,0.3141,7,0,1,portal,medio,543,919,1
PJ0694,2026-03-28,Serviços,Média,SP,222,282707.85,74079.28,57,2,2,148078.44,0.4245,4,1,0,whatsapp,medio,662,148,0
PJ0695,2026-06-30,Indústria,EPP,SP,213,36459.52,11913.69,97,1,5,16598.22,0.6712,2,0,0,portal,medio,475,218,0
PJ0696,2026-05-28,Serviços,Média,SP,77,288637.41,167432.43,82,1,3,304752.67,0.6155,4,0,1,email,medio,39,222,0
PJ0697,2026-04-30,Indústria,ME,SP,116,97441.4,64074.45,63,3,2,190995.52,0.5154,2,0,0,telefone,medio,230,165,0
PJ0698,2026-03-28,Agronegócio,EPP,MG,6,54838.12,22213.51,73,1,3,30239.15,0.7281,7,0,3,whatsapp,baixo,105,206,0
PJ0699,2026-02-28,Serviços,EPP,RJ,186,30396.97,16203.17,57,2,1,28954.65,0.4987,3,0,0,telefone,medio,91,23,0
PJ0700,2026-02-28,Serviços,Média,BA,36,339964.74,121391.37,68,3,4,233787.26,0.4778,6,0,0,portal,baixo,304,73,0
PJ0701,2026-06-30,Serviços,EPP,SP,121,139632.84,57269.26,7,3,1,167810.39,0.4794,3,0,2,,medio,186,900,1
PJ0702,2026-03-28,Comércio,Média,PR,170,255804.2,69043.92,20,1,1,93280.9,0.8384,8,0,0,whatsapp,baixo,390,992,1
PJ0703,2026-05-28,Serviços,Grande,RJ,89,1051821.87,238379.93,118,2,3,350900.39,0.8552,1,0,0,email,medio,17,156,0
PJ0704,2026-02-28,Tecnologia,Média,MG,156,537077.38,173331.14,29,2,2,232345.59,0.7357,5,0,1,portal,baixo,601,956,1
PJ0705,2026-06-30,Serviços,EPP,MG,87,80187.02,51684.45,92,5,4,126447.14,0.4354,6,0,0,whatsapp,medio,179,18,0
PJ0706,2026-06-30,Agronegócio,ME,SP,11,39160.71,7317.55,48,4,2,30869.52,0.406,3,0,0,whatsapp,baixo,303,900,1
PJ0707,2026-04-30,Agronegócio,EPP,SC,111,126152.02,50974.24,62,5,3,152504.27,0.3954,6,0,1,email,medio,492,884,1
PJ0708,2026-03-28,Indústria,ME,RJ,93,54720.81,33796.06,118,4,4,75377.57,0.5786,7,0,0,whatsapp,baixo,137,895,1
PJ0709,2026-04-30,Agronegócio,EPP,GO,41,56378.48,34346.6,13,4,2,68063.46,0.4275,5,1,1,portal,,658,821,1
PJ0710,2026-04-30,Comércio,ME,SP,20,102056.96,31144.59,28,2,1,81006.81,0.474,2,0,0,email,medio,231,802,1
PJ0711,2026-04-30,Serviços,EPP,RS,152,125956.82,80891.17,7,1,1,147843.07,0.5646,3,1,0,email,medio,725,933,1
PJ0712,2026-05-28,Tecnologia,EPP,PR,57,43233.24,23855.98,34,1,2,25607.63,0.8972,4,1,2,whatsapp,alto,688,338,0
PJ0713,2026-03-28,Serviços,Média,SP,120,64965.6,7950.75,43,1,1,41949.67,0.2238,1,0,0,telefone,alto,243,165,0
PJ0714,2026-04-30,Serviços,ME,SP,183,,19614.28,146,5,4,25946.18,0.8332,3,0,1,whatsapp,baixo,15,96,0
PJ0715,2026-01-28,Serviços,EPP,SP,199,104038.16,42954.48,17,1,1,89266.73,0.46,1,0,0,whatsapp,medio,396,894,1
PJ0716,2026-02-28,Comércio,EPP,BA,170,99410.21,48540.21,20,2,1,78183.54,0.7233,2,1,0,whatsapp,medio,858,782,1
PJ0717,2026-04-30,Construção,EPP,SP,80,97822.55,53832.24,38,3,2,99331.08,0.5697,5,1,2,whatsapp,medio,563,286,0
PJ0718,2026-01-28,Comércio,EPP,MG,218,46334.45,12821.11,9,1,1,39432.28,0.3929,4,1,0,telefone,,823,963,1
PJ0719,2026-02-28,Serviços,ME,GO,58,53617.67,19735.98,39,1,2,42215.95,0.3903,4,0,2,whatsapp,medio,705,37,0
PJ0720,2026-05-28,Comércio,ME,SP,139,,7394.54,31,1,2,12839.06,0.6534,7,0,0,email,medio,640,780,1
PJ0721,2026-02-28,Serviços,EPP,SP,135,481428.31,205943.34,50,3,2,525495.06,0.4776,0,0,0,whatsapp,,739,955,1
PJ0722,2026-01-28,Construção,EPP,MG,86,40547.53,20920.47,46,1,1,27846.04,0.8933,3,1,0,telefone,baixo,711,365,0
PJ0723,2026-03-28,Comércio,ME,PE,199,110453.91,63417.07,8,2,1,174245.88,0.3968,5,0,0,whatsapp,alto,607,886,1
PJ0724,2026-04-30,Construção,EPP,SP,78,106000.65,40039.98,54,2,1,66468.42,0.7749,5,1,0,whatsapp,,454,938,1
PJ0725,2026-01-28,Comércio,Média,RS,61,130588.82,91902.31,57,1,2,217846.48,0.3827,3,0,2,telefone,baixo,257,866,1
PJ0726,2026-06-30,Serviços,ME,RJ,206,29430.69,17020.53,18,1,2,27819.24,0.6369,4,1,0,whatsapp,,786,866,1
PJ0727,2026-04-30,Construção,ME,SP,152,22420.86,13441.57,67,1,4,34628.38,0.5284,6,0,1,whatsapp,medio,529,795,1
PJ0728,2026-05-28,Construção,Grande,MG,19,3754575.58,2100106.91,9,3,2,3618017.36,0.7473,0,0,1,telefone,baixo,426,416,0
PJ0729,2026-02-28,Construção,ME,MG,171,76998.9,9871.59,29,2,1,57529.23,0.1542,1,1,0,email,alto,521,807,1
PJ0730,2026-02-28,Comércio,Média,SP,18,671368.41,344797.9,48,2,3,870532.4,0.4968,4,0,0,whatsapp,alto,783,773,1
PJ0731,2026-01-28,Serviços,ME,SP,12,69074.73,24914.97,42,4,2,43835.25,0.5955,3,1,4,whatsapp,baixo,314,83,0
PJ0732,2026-03-28,Tecnologia,ME,SP,119,21235.37,12541.52,22,4,1,18016.25,0.7387,7,0,1,whatsapp,medio,753,761,1
PJ0733,2026-05-28,Construção,EPP,MG,180,52635.89,37080.03,11,1,1,69847.1,0.7024,1,0,0,telefone,baixo,848,790,1
PJ0734,2026-04-30,Indústria,Média,MG,238,,150934.15,41,5,3,370343.76,0.3844,2,0,0,whatsapp,medio,400,838,1
PJ0735,2026-04-30,Comércio,EPP,SP,143,117396.02,15788.85,59,1,1,67183.85,0.3075,2,0,1,telefone,medio,435,189,0
PJ0736,2026-03-28,Indústria,ME,MG,5,30565.71,16726.81,18,1,1,43115.16,0.5387,6,1,1,whatsapp,medio,927,779,1
PJ0737,2026-01-28,Agronegócio,EPP,SP,144,155587.3,105031.72,23,2,1,281279.53,0.4081,1,0,0,whatsapp,,845,764,1
PJ0738,2026-04-30,Serviços,Média,SP,100,268464.33,27554.07,33,1,2,87808.59,0.2944,5,0,0,whatsapp,baixo,717,857,1
PJ0739,2026-04-30,Indústria,EPP,PR,172,105258.6,62379.38,53,3,3,180280.93,0.2947,5,0,1,whatsapp,alto,120,369,0
PJ0740,2026-06-30,Serviços,EPP,RJ,119,17608.52,13055.19,173,4,7,26738.1,0.4679,6,0,2,telefone,medio,12,382,0
PJ0741,2026-04-30,Serviços,Média,MG,224,375220.13,224359.3,62,1,3,322602.77,0.8242,8,0,3,email,medio,39,82,0
PJ0742,2026-03-28,Comércio,ME,MG,136,,4513.48,44,1,1,9814.24,0.4589,8,1,1,email,alto,434,241,0
PJ0743,2026-01-28,Serviços,EPP,GO,42,48384.13,20328.71,22,3,1,55656.69,0.4355,0,0,0,portal,baixo,855,946,1
PJ0744,2026-02-28,Construção,EPP,PR,208,44149.46,27079.85,47,2,1,74672.78,0.4375,5,0,0,portal,baixo,818,77,0
PJ0745,2026-06-30,Serviços,EPP,RJ,171,32615.21,18846.89,28,2,1,59505.31,0.4398,5,0,2,email,medio,111,890,1
PJ0746,2026-04-30,Indústria,Grande,SP,70,1689080.17,272257.07,43,4,1,1246074.71,0.3925,6,1,1,whatsapp,medio,553,921,1
PJ0747,2026-04-30,Serviços,Média,SC,180,127083.72,35475.51,39,4,2,82904.33,0.5239,6,0,0,telefone,alto,467,779,1
PJ0748,2026-02-28,Construção,EPP,MG,14,86883.54,31063.07,75,5,3,94763.35,0.2995,4,0,1,email,baixo,71,361,0
PJ0749,2026-04-30,Tecnologia,EPP,GO,36,101238.69,59923.64,10,3,2,155201.9,0.3129,0,0,1,telefone,baixo,714,108,0
PJ0750,2026-05-28,Tecnologia,Média,SC,164,183658.34,127167.32,32,6,2,236445.96,0.6257,1,0,1,telefone,alto,405,125,0
PJ0751,2026-05-28,Serviços,ME,PR,129,65787.64,7536.15,48,1,3,18789.02,0.3537,2,1,0,portal,medio,717,303,0
PJ0752,2026-05-28,Construção,EPP,MG,68,26516.17,18697.63,40,1,3,37727.0,0.6648,5,0,1,whatsapp,baixo,388,975,1
PJ0753,2026-06-30,Indústria,EPP,SP,168,50144.26,7604.99,35,1,2,23050.56,0.4706,3,1,1,whatsapp,medio,579,792,1
PJ0754,2026-02-28,Construção,EPP,RJ,25,104875.76,16625.08,84,2,4,53006.19,0.3536,6,1,0,portal,alto,97,984,1
PJ0755,2026-03-28,Construção,ME,GO,176,24536.18,4045.39,17,2,1,20735.73,0.1232,2,0,0,whatsapp,medio,691,966,1
PJ0756,2026-01-28,Construção,ME,SP,16,11590.15,6487.99,16,4,1,14050.43,0.4774,6,1,0,telefone,medio,937,184,0
PJ0757,2026-06-30,Serviços,Média,MG,17,339569.63,208593.53,40,2,2,641252.05,0.4967,2,1,2,telefone,medio,641,20,0
PJ0758,2026-04-30,Serviços,Média,RJ,127,162857.49,105053.71,62,2,4,321590.97,0.345,0,0,0,portal,alto,417,893,1
PJ0759,2026-01-28,Comércio,ME,RJ,162,39625.92,6866.05,101,6,4,29695.8,0.1615,0,0,0,telefone,medio,51,422,0
PJ0760,2026-04-30,Construção,Média,SC,200,253282.38,76048.63,36,2,3,204924.68,0.4227,4,0,1,whatsapp,baixo,849,929,1
PJ0761,2026-03-28,Comércio,ME,PR,140,42462.44,3766.44,38,3,3,22066.62,0.2775,4,0,0,telefone,medio,404,385,0
PJ0762,2026-01-28,Agronegócio,ME,RJ,220,12371.43,6015.17,69,2,4,13837.48,0.6008,8,1,0,email,medio,506,921,1
PJ0763,2026-05-28,Construção,EPP,SC,180,35457.72,7350.37,17,1,2,29457.13,0.3878,6,0,2,telefone,medio,652,376,0
PJ0764,2026-02-28,Comércio,ME,RJ,191,,2566.88,48,6,3,6463.23,0.511,5,1,2,whatsapp,alto,606,885,1
PJ0765,2026-04-30,Comércio,Grande,SP,25,952131.88,91705.11,50,2,2,487996.68,0.1212,8,1,1,email,baixo,387,970,1
